ID_PRODUCTO;NOMBRE;TALLA;STOCK_ACTUAL_EN_APP;STOCK_REAL_FISICO
93;"GUAYO NIKE PHANTOM GX 6 TACHES DE ALUMINIO ";"43";0;
93;"GUAYO NIKE PHANTOM GX 6 TACHES DE ALUMINIO ";"44";0;
94;"GUAYO PREDATOR 26 ELITE FG ";"37";0;
94;"GUAYO PREDATOR 26 ELITE FG ";"38";0;
94;"GUAYO PREDATOR 26 ELITE FG ";"39";0;
94;"GUAYO PREDATOR 26 ELITE FG ";"40";0;
94;"GUAYO PREDATOR 26 ELITE FG ";"41";0;
94;"GUAYO PREDATOR 26 ELITE FG ";"42";0;
94;"GUAYO PREDATOR 26 ELITE FG ";"43";0;
95;"GUAYO NIKE PHANTOM GX 6 ELITE";"37";0;
95;"GUAYO NIKE PHANTOM GX 6 ELITE";"38";0;
95;"GUAYO NIKE PHANTOM GX 6 ELITE";"39";0;
95;"GUAYO NIKE PHANTOM GX 6 ELITE";"40";0;
95;"GUAYO NIKE PHANTOM GX 6 ELITE";"41";0;
95;"GUAYO NIKE PHANTOM GX 6 ELITE";"42";0;
95;"GUAYO NIKE PHANTOM GX 6 ELITE";"43";0;
95;"GUAYO NIKE PHANTOM GX 6 ELITE";"44";0;
96;"GUAYO PREDATOR 26 ELITE ";"37";0;
96;"GUAYO PREDATOR 26 ELITE ";"38";0;
96;"GUAYO PREDATOR 26 ELITE ";"39";0;
96;"GUAYO PREDATOR 26 ELITE ";"40";0;
96;"GUAYO PREDATOR 26 ELITE ";"41";0;
96;"GUAYO PREDATOR 26 ELITE ";"42";0;
96;"GUAYO PREDATOR 26 ELITE ";"43";0;
96;"GUAYO PREDATOR 26 ELITE ";"44";0;
97;"GUAYO NIKE PHANTOM GX 6 ELITE ";"37";0;
97;"GUAYO NIKE PHANTOM GX 6 ELITE ";"38";0;
97;"GUAYO NIKE PHANTOM GX 6 ELITE ";"39";0;
97;"GUAYO NIKE PHANTOM GX 6 ELITE ";"40";0;
97;"GUAYO NIKE PHANTOM GX 6 ELITE ";"41";0;
97;"GUAYO NIKE PHANTOM GX 6 ELITE ";"42";0;
97;"GUAYO NIKE PHANTOM GX 6 ELITE ";"43";0;
97;"GUAYO NIKE PHANTOM GX 6 ELITE ";"44";0;
98;"GUAYO ADIDAS F50 TUBULAR";"37";0;
98;"GUAYO ADIDAS F50 TUBULAR";"38";0;
98;"GUAYO ADIDAS F50 TUBULAR";"39";0;
98;"GUAYO ADIDAS F50 TUBULAR";"40";0;
98;"GUAYO ADIDAS F50 TUBULAR";"41";0;
98;"GUAYO ADIDAS F50 TUBULAR";"42";0;
98;"GUAYO ADIDAS F50 TUBULAR";"43";0;
98;"GUAYO ADIDAS F50 TUBULAR";"44";0;
99;"GUAYO ADIDAS PREDATOR 25 ELITE FT ";"37";0;
99;"GUAYO ADIDAS PREDATOR 25 ELITE FT ";"38";0;
99;"GUAYO ADIDAS PREDATOR 25 ELITE FT ";"39";0;
99;"GUAYO ADIDAS PREDATOR 25 ELITE FT ";"40";0;
99;"GUAYO ADIDAS PREDATOR 25 ELITE FT ";"41";0;
99;"GUAYO ADIDAS PREDATOR 25 ELITE FT ";"42";0;
99;"GUAYO ADIDAS PREDATOR 25 ELITE FT ";"43";0;
99;"GUAYO ADIDAS PREDATOR 25 ELITE FT ";"44";0;
100;"GUAYO NIKE HYPERVENOM PHANTOM RNG ";"37";0;
100;"GUAYO NIKE HYPERVENOM PHANTOM RNG ";"38";0;
100;"GUAYO NIKE HYPERVENOM PHANTOM RNG ";"39";0;
100;"GUAYO NIKE HYPERVENOM PHANTOM RNG ";"40";0;
100;"GUAYO NIKE HYPERVENOM PHANTOM RNG ";"41";0;
100;"GUAYO NIKE HYPERVENOM PHANTOM RNG ";"42";0;
100;"GUAYO NIKE HYPERVENOM PHANTOM RNG ";"43";0;
100;"GUAYO NIKE HYPERVENOM PHANTOM RNG ";"44";0;
101;"GUAYO NIKE HYPERVENOM HYDRA";"37";0;
101;"GUAYO NIKE HYPERVENOM HYDRA";"38";0;
101;"GUAYO NIKE HYPERVENOM HYDRA";"39";0;
101;"GUAYO NIKE HYPERVENOM HYDRA";"40";0;
101;"GUAYO NIKE HYPERVENOM HYDRA";"41";0;
101;"GUAYO NIKE HYPERVENOM HYDRA";"42";0;
101;"GUAYO NIKE HYPERVENOM HYDRA";"43";0;
101;"GUAYO NIKE HYPERVENOM HYDRA";"44";0;
102;"GUAYO F50 TUBULAR SPARKFUSION ELITE MORADO ";"37";0;
102;"GUAYO F50 TUBULAR SPARKFUSION ELITE MORADO ";"38";0;
102;"GUAYO F50 TUBULAR SPARKFUSION ELITE MORADO ";"39";0;
102;"GUAYO F50 TUBULAR SPARKFUSION ELITE MORADO ";"40";0;
102;"GUAYO F50 TUBULAR SPARKFUSION ELITE MORADO ";"41";0;
102;"GUAYO F50 TUBULAR SPARKFUSION ELITE MORADO ";"42";0;
102;"GUAYO F50 TUBULAR SPARKFUSION ELITE MORADO ";"43";0;
102;"GUAYO F50 TUBULAR SPARKFUSION ELITE MORADO ";"44";0;
103;"GUAYO ADIDAS PREDATOR ELITE FOLD";"37";0;
103;"GUAYO ADIDAS PREDATOR ELITE FOLD";"38";0;
103;"GUAYO ADIDAS PREDATOR ELITE FOLD";"39";0;
103;"GUAYO ADIDAS PREDATOR ELITE FOLD";"40";0;
103;"GUAYO ADIDAS PREDATOR ELITE FOLD";"41";0;
103;"GUAYO ADIDAS PREDATOR ELITE FOLD";"42";0;
103;"GUAYO ADIDAS PREDATOR ELITE FOLD";"43";0;
103;"GUAYO ADIDAS PREDATOR ELITE FOLD";"44";0;
104;"GUAYO NIKE PHANTOM GX 2 ELITE FG";"Guayo Nike phantom GX 2 elite FG";0;
105;"JOMA TOP FLEX REBOUND ";"37";0;
105;"JOMA TOP FLEX REBOUND ";"38";0;
105;"JOMA TOP FLEX REBOUND ";"39";0;
105;"JOMA TOP FLEX REBOUND ";"40";0;
105;"JOMA TOP FLEX REBOUND ";"41";0;
105;"JOMA TOP FLEX REBOUND ";"42";0;
105;"JOMA TOP FLEX REBOUND ";"43";0;
105;"JOMA TOP FLEX REBOUND ";"44";0;
106;"FUTSAL GATO STREET ";"37";0;
106;"FUTSAL GATO STREET ";"38";0;
106;"FUTSAL GATO STREET ";"39";0;
106;"FUTSAL GATO STREET ";"40";0;
106;"FUTSAL GATO STREET ";"41";0;
106;"FUTSAL GATO STREET ";"42";0;
106;"FUTSAL GATO STREET ";"43";0;
106;"FUTSAL GATO STREET ";"44";0;
107;"FUTSAL GATO SUPREME ";"37";0;
107;"FUTSAL GATO SUPREME ";"38";0;
107;"FUTSAL GATO SUPREME ";"39";0;
107;"FUTSAL GATO SUPREME ";"40";0;
107;"FUTSAL GATO SUPREME ";"41";0;
107;"FUTSAL GATO SUPREME ";"42";0;
107;"FUTSAL GATO SUPREME ";"43";0;
